gene,Position,Gene synonym,Ensembl,Gene description
SDHAF4,chr6:70566917-70589569,"C6orf57, Sdh8",ENSG00000154079,Succinate dehydrogenase complex assembly factor 4
SDHB,chr1:17018722-17054032,"SDH, SDH1",ENSG00000117118,Succinate dehydrogenase complex iron sulfur subunit B
SDHC,chr1:161314381-161363206,"CYB560, cybL, PGL3",ENSG00000143252,Succinate dehydrogenase complex subunit C
SDHD,chr11:112086824-112120016,"cybS, PGL, PGL1",ENSG00000204370,Succinate dehydrogenase complex subunit D
SDK1,chr7:3301252-4269000,FLJ31425,ENSG00000146555,Sidekick cell adhesion molecule 1
SDK2,chr17:73334384-73644445,"FLJ10832, KIAA1514",ENSG00000069188,Sidekick cell adhesion molecule 2
SDR16C5,chr8:56300005-56320776,"EPHD-2, RDH-E2, RDHE2",ENSG00000170786,Short chain dehydrogenase/reductase family 16C member 5
SDR39U1,chr14:24439766-24442905,"C14orf124, HCDI",ENSG00000100445,Short chain dehydrogenase/reductase family 39U member 1
SDR42E1,chr16:81988855-82011481,HSPC105,ENSG00000184860,"Short chain dehydrogenase/reductase family 42E, member 1"
SDR42E2,chr16:22162492-22192208,NA,ENSG00000183921,"Short chain dehydrogenase/reductase family 42E, member 2"
SDR9C7,chr12:56923133-56934408,"RDHS, SDR-O",ENSG00000170426,Short chain dehydrogenase/reductase family 9C member 7
SDS,chr12:113392445-113426301,SDH,ENSG00000135094,Serine dehydratase
SDSL,chr12:113422380-113438276,"cSDH, SDS-RS1",ENSG00000139410,Serine dehydratase like
SEBOX,chr17:28363506-28365199,"OG9, OG9X",ENSG00000274529,SEBOX homeobox
SEC11A,chr15:84669538-84716460,"SEC11L1, sid2895, SPC18, SPCS4A",ENSG00000140612,"SEC11 homolog A, signal peptidase complex subunit"
SEC11C,chr18:59139866-59158832,"SEC11L3, SPC21, SPCS4C",ENSG00000166562,"SEC11 homolog C, signal peptidase complex subunit"
SEC13,chr3:10293131-10321112,"D3S1231E, npp-20, SEC13L1, SEC13R",ENSG00000157020,"SEC13 homolog, nuclear pore and COPII coat complex component"
SEC14L1,chr17:77088749-77217101,"PRELID4A, SEC14L",ENSG00000129657,SEC14 like lipid binding 1
SEC14L2,chr22:30396941-30425303,"C22orf6, KIAA1186, KIAA1658, SPF, TAP, TAP1",ENSG00000100003,SEC14 like lipid binding 2
SEC14L3,chr22:30447959-30472017,TAP2,ENSG00000100012,SEC14 like lipid binding 3
SEC14L4,chr22:30488902-30505711,"dJ130H16.5, TAP3",ENSG00000133488,SEC14 like lipid binding 4
SEC14L5,chr16:4958330-5019157,"KIAA0420, PRELID4B",ENSG00000103184,SEC14 like lipid binding 5
SEC14L6,chr22:30522799-30546741,NA,ENSG00000214491,SEC14 like lipid binding 6
SEC16A,chr9:136440096-136483759,"KIAA0310, p250, Sec16L",ENSG00000148396,"SEC16 homolog A, endoplasmic reticulum export factor"
SEC16B,chr1:177923956-177984303,"LZTR2, PGPR-p117, RGPR, Sec16S",ENSG00000120341,"SEC16 homolog B, endoplasmic reticulum export factor"
SEC22A,chr3:123201927-123274136,SEC22L2,ENSG00000121542,"SEC22 homolog A, vesicle trafficking protein"
SEC22B,chr1:120150898-120176520,"ERS-24, SEC22L1",ENSG00000265808,"SEC22 homolog B, vesicle trafficking protein"
SEC22C,chr3:42547969-42601080,"MGC13261, MGC5373, SEC22L3",ENSG00000093183,"SEC22 homolog C, vesicle trafficking protein"
SEC23A,chr14:39031919-39109646,NA,ENSG00000100934,"SEC23 homolog A, COPII coat complex component"
SEC23B,chr20:18507520-18561415,"CDA-II, CDAII, CDAN2, HEMPAS",ENSG00000101310,"SEC23 homolog B, COPII coat complex component"
SEC23IP,chr10:119892707-119944657,"iPLA1ÃƒÆ’Ã‚Æ’, iPLA1beta, p125, p125A",ENSG00000107651,SEC23 interacting protein
SEC24A,chr5:134648785-134727909,NA,ENSG00000113615,"SEC24 homolog A, COPII coat complex component"
SEC24B,chr4:109433772-109540896,NA,ENSG00000138802,"SEC24 homolog B, COPII coat complex component"
SEC24C,chr10:73744372-73772161,KIAA0079,ENSG00000176986,"SEC24 homolog C, COPII coat complex component"
SEC24D,chr4:118722823-118838683,KIAA0755,ENSG00000150961,"SEC24 homolog D, COPII coat complex component"
SEC31A,chr4:82818509-82901166,"ABP125, ABP130, KIAA0905, SEC31L1",ENSG00000138674,"SEC31 homolog A, COPII coat complex component"
SEC31B,chr10:100486646-100519864,"DKFZP434M183, SEC31B-1, SEC31L2",ENSG00000075826,"SEC31 homolog B, COPII coat complex component"
SEC61A1,chr3:128051641-128071705,NA,ENSG00000058262,SEC61 translocon subunit alpha 1
SEC61A2,chr10:12129637-12169961,FLJ10578,ENSG00000065665,SEC61 translocon subunit alpha 2
SEC61B,chr9:99222064-99230615,NA,ENSG00000106803,SEC61 translocon subunit beta
SEC61G,chr7:54752250-54759974,SSS1,ENSG00000132432,SEC61 translocon subunit gamma
SEC62,chr3:169966635-169998373,"Dtrp1, HTP1, TLOC1",ENSG00000008952,"SEC62 homolog, preprotein translocation factor"
SEC63,chr6:107867756-107958208,"DNAJC23, ERdj2, PRO2507, SEC63L",ENSG00000025796,"SEC63 homolog, protein translocation regulator"
SECISBP2,chr9:89318500-89359663,SBP2,ENSG00000187742,SECIS binding protein 2
SECISBP2L,chr15:48988476-49046447,KIAA0256,ENSG00000138593,SECIS binding protein 2 like
SECTM1,chr17:82321024-82334074,K12,ENSG00000141574,Secreted and transmembrane 1
SEH1L,chr18:12947133-12987536,"SEC13L, Seh1, SEH1A, SEH1B",ENSG00000085415,SEH1 like nucleoporin
SEL1L,chr14:81471547-81533853,"Hrd3, IBD2, SEL1L1",ENSG00000071537,SEL1L adaptor subunit of ERAD E3 ubiquitin ligase
SEL1L2,chr20:13849247-13996443,"C20orf50, DKFZp434C1826",ENSG00000101251,SEL1L2 adaptor subunit of ERAD E3 ligase
SEL1L3,chr4:25747433-25863760,KIAA0746,ENSG00000091490,SEL1L family member 3
SELE,chr1:169722640-169764705,"CD62E, ELAM, ELAM1, ESEL",ENSG00000007908,Selectin E
SELENBP1,chr1:151364304-151372707,"hSBP, hSP56, LPSB",ENSG00000143416,Selenium binding protein 1
SELENOF,chr1:86862445-86914424,15-Sep,ENSG00000183291,Selenoprotein F
SELENOH,chr11:57741491-57743554,"C11orf31, SELH",ENSG00000211450,Selenoprotein H
SELENOI,chr2:26308547-26395885,"EPT1, KIAA1724, SELI, SEPI",ENSG00000138018,Selenoprotein I
SELENOK,chr3:53884417-53891885,SELK,ENSG00000113811,Selenoprotein K
SELENOM,chr22:31104772-31120069,"SELM, SEPM",ENSG00000198832,Selenoprotein M
SELENON,chr1:25800193-25818221,"MDRS1, RSMD1, RSS, SELN, SEPN1",ENSG00000162430,Selenoprotein N
SELENOO,chr22:50201011-50217616,SELO,ENSG00000073169,Selenoprotein O
SELENOP,chr5:42799880-42887392,"SELP, SeP, SEPP, SEPP1",ENSG00000250722,Selenoprotein P
SELENOS,chr15:101270817-101277500,"AD-015, MGC2553, SBBI8, SELS, SEPS1, VIMP",ENSG00000131871,Selenoprotein S
SELENOT,chr3:150602875-150630436,SELT,ENSG00000198843,Selenoprotein T
SELENOV,chr19:39515139-39520675,SELV,ENSG00000186838,Selenoprotein V
SELENOW,chr19:47778677-47784686,"SELW, SEPW1",ENSG00000178980,Selenoprotein W
SELL,chr1:169690665-169711702,"CD62L, hLHRc, LAM-1, LAM1, Leu-8, LNHR, LSEL, Lyam-1, LYAM1, PLNHR",ENSG00000188404,Selectin L
SELP,chr1:169588849-169630193,"CD62, CD62P, GMP140, GRMP, PADGEM, PSEL",ENSG00000174175,Selectin P
SELPLG,chr12:108621895-108633894,"CD162, PSGL-1",ENSG00000110876,Selectin P ligand
SEM1,chr7:96481626-96709880,"C7orf76, DSS1, ECD, FLJ42280, PSMD15, SHFD1, Shfdg1, SHFM1, SHSF1",ENSG00000127922,SEM1 26S proteasome subunit
SEMA3A,chr7:83955777-84492724,"coll-1, Hsema-I, SEMA1, SEMAD, SemD",ENSG00000075213,Semaphorin 3A
SEMA3B,chr3:50267558-50277546,"LUCA-1, SemA, sema5, SEMAA, semaV",ENSG00000012171,Semaphorin 3B
SEMA3C,chr7:80742538-80922359,"SEMAE, SemE",ENSG00000075223,Semaphorin 3C
SEMA3D,chr7:84995553-85187056,"coll-2, Sema-Z2",ENSG00000153993,Semaphorin 3D
SEMA3E,chr7:83363238-83649139,"coll-5, KIAA0331, M-SemaK, SEMAH",ENSG00000170381,Semaphorin 3E
SEMA3F,chr3:50155045-50189075,"Sema4, SEMAK",ENSG00000001617,Semaphorin 3F
SEMA3G,chr3:52433035-52445103,"FLJ00014, sem2",ENSG00000010319,Semaphorin 3G
SEMA4A,chr1:156147366-156177752,"CORD10, FLJ12287, SEMAB, SemB",ENSG00000196189,Semaphorin 4A
SEMA4B,chr15:90160604-90229679,"KIAA1745, MGC131831, SEMAC, SemC",ENSG00000185033,Semaphorin 4B
SEMA4C,chr2:96859718-96870757,"Semacl1, Semaf, SEMAI",ENSG00000168758,Semaphorin 4C
SEMA4D,chr9:89360787-89498130,"C9orf164, CD100, coll-4, FLJ39737, SEMAJ",ENSG00000187764,Semaphorin 4D
SEMA4F,chr2:74654228-74683853,"SEMAM, SEMAW",ENSG00000135622,Ssemaphorin 4F
SEMA4G,chr10:100969504-100985871,"FLJ20590, KIAA1619",ENSG00000095539,Semaphorin 4G
SEMA5A,chr5:9035033-9546075,"SEMAF, semF",ENSG00000112902,Semaphorin 5A
SEMA5B,chr3:122909082-123028605,"FLJ10372, KIAA1445, SEMAG, SemG",ENSG00000082684,Semaphorin 5B
SEMA6A,chr5:116443555-116574823,"HT018, KIAA1368, SEMA, SEMA6A1, SEMAQ",ENSG00000092421,Semaphorin 6A
SEMA6B,chr19:4542593-4581776,"SEM-SEMA-Z, SEMA-VIB, SEMAN, semaZ",ENSG00000167680,Semaphorin 6B
SEMA6C,chr1:151131685-151146631,"KIAA1869, Sema-Y",ENSG00000143434,Semaphorin 6C
SEMA6D,chr15:47184101-47774228,"FLJ11598, KIAA1479",ENSG00000137872,Semaphorin 6D
SEMA7A,chr15:74409289-74433958,"CD108, H-Sema-L, SEMAL",ENSG00000138623,Semaphorin 7A (John Milton Hagen blood group)
SEMG1,chr20:45207033-45209768,"CT103, SEMG",ENSG00000124233,Semenogelin 1
SEMG2,chr20:45221373-45224458,SGII,ENSG00000124157,Semenogelin 2
SENP1,chr12:48042897-48106079,NA,ENSG00000079387,SUMO specific peptidase 1
SENP2,chr3:185582496-185633551,"AXAM2, DKFZp762A2316, KIAA1331, SMT3IP2",ENSG00000163904,SUMO specific peptidase 2
SENP3,chr17:7561919-7571969,"DKFZP586K0919, DKFZp762A152, SMT3IP1, SSP3, Ulp1",ENSG00000161956,SUMO specific peptidase 3
SENP5,chr3:196867856-196934714,MGC27076,ENSG00000119231,SUMO specific peptidase 5
SENP6,chr6:75601509-75718281,"KIAA0797, SUSP1",ENSG00000112701,SUMO specific peptidase 6
SENP7,chr3:101324205-101513241,NA,ENSG00000138468,SUMO specific peptidase 7
SENP8,chr15:72114258-72143692,"DEN1, HsT17512, NEDP1, PRSC2",ENSG00000166192,"SUMO peptidase family member, NEDD8 specific"
SEPHS1,chr10:13317428-13348298,"SPS, SPS1",ENSG00000086475,Selenophosphate synthetase 1
SEPHS2,chr16:30443631-30445874,"SPS2, SPS2b",ENSG00000179918,Selenophosphate synthetase 2
SEPSECS,chr4:25120014-25160550,"SecS, SLA, SLA-p35, SLA/LP",ENSG00000109618,Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase
SEPTIN1,chr16:30378135-30395991,"DIFF6, PNUTL3, SEPT1",ENSG00000180096,Septin 1
SEPTIN10,chr2:109542799-109614143,"FLJ11619, SEPT10",ENSG00000186522,Septin 10
SEPTIN11,chr4:76949751-77040384,"FLJ10849, SEPT11",ENSG00000138758,Septin 11
SEPTIN12,chr16:4777606-4788398,"FLJ25410, SEPT12",ENSG00000140623,Septin 12
SEPTIN14,chr7:55793540-55862755,"FLJ44060, SEPT14",ENSG00000154997,Septin 14
SEPTIN2,chr2:241315100-241354027,"DIFF6, hNedd5, KIAA0158, NEDD5, Pnutl3, SEPT2",ENSG00000168385,Septin 2
SEPTIN3,chr22:41969443-41998221,"SEP3, SEPT3",ENSG00000100167,Septin 3
SEPTIN4,chr17:58520250-58544368,"ARTS, C17orf47, CE5B3, FLJ40121, H5, hCDCREL-2, hucep-7, MART, PNUTL2, SEPT4",ENSG00000108387,Septin 4
SEPTIN5,chr22:19714503-19724224,"H5, HCDCREL-1, PNUTL1, SEPT5",ENSG00000184702,Septin 5
SEPTIN6,chrX:119615724-119693370,"KIAA0128, MGC16619, MGC20339, SEP2, SEPT2, SEPT6",ENSG00000125354,Septin 6
SEPTIN7,chr7:35800932-35907110,"CDC10, CDC3, SEPT7, SEPT7A",ENSG00000122545,Septin 7
SEPTIN8,chr5:132750819-132807241,"KIAA0202, SEP2, SEPT8",ENSG00000164402,Septin 8
SEPTIN9,chr17:77280569-77500596,"AF17q25, KIAA0991, MSF, MSF1, PNUTL4, SEPT9, SeptD1",ENSG00000184640,Septin 9
SERAC1,chr6:158109519-158168280,FLJ14917,ENSG00000122335,Serine active site containing 1
SERBP1,chr1:67407810-67430415,"CGI-55, CHD3IP, DKFZP564M2423, HABP4L, PAI-RBP1, PAIRBP1",ENSG00000142864,SERPINE1 mRNA binding protein 1
SERF1A,chr5:70900669-70918530,"4F5, FAM2A, H4F5, SERF1, SMAM1",ENSG00000172058,Small EDRK-rich factor 1A
SERF1B,chr5:70025247-70043113,"FAM2B, H4F5C",ENSG00000205572,Small EDRK-rich factor 1B
SERF2,chr15:43777087-43804427,"4F5REL, FAM2C, H4F5rel, HsT17089",ENSG00000140264,Small EDRK-rich factor 2
SERGEF,chr11:17788048-18013047,"DelGEF, Gnefr",ENSG00000129158,Secretion regulating guanine nucleotide exchange factor
SERHL2,chr22:42553617-42574382,NA,ENSG00000183569,Serine hydrolase like 2
SERINC1,chr6:122443351-122471807,"KIAA1253, TDE1L, TDE2, TMS-2",ENSG00000111897,Serine incorporator 1
SERINC2,chr1:31409565-31434680,"FKSG84, PRO0899, TDE2, TDE2L",ENSG00000168528,Serine incorporator 2
SERINC3,chr20:44496221-44522085,"AIGP1, DIFF33, SBBI99, TDE, TDE1, TMS-1",ENSG00000132824,Serine incorporator 3
SERINC4,chr15:43794162-43800220,FLJ40363,ENSG00000184716,Serine incorporator 4
SERINC5,chr5:80111651-80256048,"C5orf12, TPO1",ENSG00000164300,Serine incorporator 5
SERP1,chr3:150541998-150603228,"FLJ43424, RAMP4",ENSG00000120742,Stress associated endoplasmic reticulum protein 1
SERP2,chr13:44373665-44397714,"bA269C23.1, C13orf21",ENSG00000151778,Stress associated endoplasmic reticulum protein family member 2
SERPINA1,chr14:94376747-94390693,"A1A, A1AT, AAT, alpha-1-antitrypsin, alpha1AT, PI, PI1",ENSG00000197249,Serpin family A member 1
SERPINA10,chr14:94280460-94293268,"PZI, ZPI",ENSG00000140093,Serpin family A member 10
SERPINA11,chr14:94442464-94452800,NA,ENSG00000186910,Serpin family A member 11
SERPINA12,chr14:94487274-94517844,OL-64,ENSG00000165953,Serpin family A member 12
SERPINA2,chr14:94364316-94366698,"ARGS, ATR, PIL, SERPINA2P",ENSG00000258597,Serpin family A member 2 (gene/pseudogene)
SERPINA3,chr14:94612384-94624055,"AACT, ACT",ENSG00000196136,Serpin family A member 3
SERPINA4,chr14:94561442-94569913,"KAL, KLST, KST, PI4",ENSG00000100665,Serpin family A member 4
SERPINA5,chr14:94561442-94593118,"PAI3, PCI, PLANH3, PROCI",ENSG00000188488,Serpin family A member 5
SERPINA6,chr14:94304248-94323389,CBG,ENSG00000170099,Serpin family A member 6
SERPINA7,chrX:106032435-106038727,TBG,ENSG00000123561,Serpin family A member 7
SERPINA9,chr14:94462717-94479689,"GCET1, SERPINA11b",ENSG00000170054,Serpin family A member 9
SERPINB1,chr6:2832332-2841959,"EI, ELANH2, LEI, MNEI, PI2",ENSG00000021355,Serpin family B member 1
SERPINB10,chr18:63907958-63936111,PI10,ENSG00000242550,Serpin family B member 10
SERPINB11,chr18:63647579-63726432,NA,ENSG00000206072,Serpin family B member 11
SERPINB12,chr18:63542369-63569329,NA,ENSG00000166634,Serpin family B member 12
SERPINB13,chr18:63586989-63604639,"HUR7, PI13",ENSG00000197641,Serpin family B member 13
SERPINB2,chr18:63871692-63903888,"HsT1201, PAI-2, PAI2, PLANH2",ENSG00000197632,Serpin family B member 2
SERPINB3,chr18:63655197-63661893,"HsT1196, SCC, SCCA1, T4-A",ENSG00000057149,Serpin family B member 3
SERPINB4,chr18:63637259-63644256,"LEUPIN, PI11, SCCA-2, SCCA1, SCCA2",ENSG00000206073,Serpin family B member 4
SERPINB5,chr18:63476958-63505085,"maspin, PI5",ENSG00000206075,Serpin family B member 5
SERPINB6,chr6:2948159-2972165,"CAP, DFNB91, PI6, PTI",ENSG00000124570,Serpin family B member 6
SERPINB7,chr18:63752935-63805376,NA,ENSG00000166396,Serpin family B member 7
SERPINB8,chr18:63970029-64019779,"CAP2, PI8",ENSG00000166401,Serpin family B member 8
SERPINB9,chr6:2887270-2903309,"CAP3, PI9",ENSG00000170542,Serpin family B member 9
SERPINC1,chr1:173903800-173917327,"AT3, ATIII, MGC22579",ENSG00000117601,Serpin family C member 1
SERPIND1,chr22:20774113-20787720,"D22S673, HC-II, HC2, HCF2, HLS2",ENSG00000099937,Serpin family D member 1
SERPINE1,chr7:101127104-101139247,"PAI, PAI1, PLANH1",ENSG00000106366,Serpin family E member 1
SERPINE2,chr2:223975045-224039318,"GDN, nexin, PI7, PN1, PNI",ENSG00000135919,Serpin family E member 2
SERPINE3,chr13:51335773-51364735,NA,ENSG00000253309,Serpin family E member 3
SERPINF1,chr17:1762029-1777565,"EPC-1, PEDF, PIG35",ENSG00000132386,Serpin family F member 1
SERPINF2,chr17:1742836-1755265,"A2AP, AAP, ALPHA-2-PI, alpha2AP, API, PLI",ENSG00000167711,Serpin family F member 2
SERPING1,chr11:57597387-57619171,"C1-INH, C1IN, C1INH, C1NH, HAE1, HAE2",ENSG00000149131,Serpin family G member 1
SERPINH1,chr11:75562056-75572783,"CBP1, CBP2, HSP47, SERPINH2",ENSG00000149257,Serpin family H member 1
SERPINI1,chr3:167735243-167825569,PI12,ENSG00000163536,Serpin family I member 1
SERPINI2,chr3:167441914-167478972,"MEPI, PI14, TSA2004",ENSG00000114204,Serpin family I member 2
SERTAD1,chr19:40421589-40425992,"SEI1, TRIP-Br1",ENSG00000197019,SERTA domain containing 1
SERTAD2,chr2:64631621-64751005,"KIAA0127, Sei-2, TRIP-Br2",ENSG00000179833,SERTA domain containing 2
SERTAD3,chr19:40440844-40444335,RBT1,ENSG00000167565,SERTA domain containing 3
SERTAD4,chr1:210232796-210246631,DJ667H12.2,ENSG00000082497,SERTA domain containing 4
SERTM1,chr13:36674020-36697839,C13orf36,ENSG00000180440,Serine rich and transmembrane domain containing 1
SERTM2,chrX:111511645-111522399,LINC00890,ENSG00000260802,Serine rich and transmembrane domain containing 2
SESN1,chr6:108984309-109094846,"PA26, SEST1",ENSG00000080546,Sestrin 1
SESN2,chr1:28259518-28282491,"DKFZp761M0212, HI95, SES2, SEST2",ENSG00000130766,Sestrin 2
SESN3,chr11:95165513-95232541,"MGC29667, SEST3",ENSG00000149212,Sestrin 3
SESTD1,chr2:179101678-179264832,"DKFZp434O0515, Solo",ENSG00000187231,SEC14 and spectrin domain containing 1
SET,chr9:128683424-128696400,"2PP2A, IGAAD, IPP2A2, PHAPII, TAF-I, TAF-IBETA",ENSG00000119335,SET nuclear proto-oncogene
SETBP1,chr18:44680173-45068510,"KIAA0437, SEB",ENSG00000152217,SET binding protein 1
SETD1A,chr16:30957754-30984664,"KIAA0339, KMT2F, Set1, SET1A",ENSG00000099381,"SET domain containing 1A, histone lysine methyltransferase"
SETD1B,chr12:121804009-121832656,"KIAA1076, KMT2G, Set1B",ENSG00000139718,"SET domain containing 1B, histone lysine methyltransferase"
SETD2,chr3:47016428-47164113,"FLJ23184, HIF-1, HYPB, KIAA1732, KMT3A",ENSG00000181555,"SET domain containing 2, histone lysine methyltransferase"
SETD3,chr14:99397748-99480889,"C14orf154, FLJ23027",ENSG00000183576,"SET domain containing 3, actin histidine methyltransferase"
SETD4,chr21:36034541-36079389,"C21orf18, C21orf27",ENSG00000185917,SET domain containing 4
SETD5,chr3:9397615-9479240,"FLJ10707, SETD5A",ENSG00000168137,SET domain containing 5
SETD6,chr16:58515479-58523842,FLJ21148,ENSG00000103037,"SET domain containing 6, protein lysine methyltransferase"
SETD7,chr4:139495941-139606699,"KIAA1717, KMT7, SET7, SET7/9, Set9",ENSG00000145391,"SET domain containing 7, histone lysine methyltransferase"
SETD9,chr5:56909260-56925532,"C5orf35, MGC33648",ENSG00000155542,SET domain containing 9
SETDB1,chr1:150926263-150964744,"ESET, KG1T, KIAA0067, KMT1E, TDRD21",ENSG00000143379,SET domain bifurcated histone lysine methyltransferase 1
SETDB2,chr13:49444274-49495003,"C13orf4, CLLD8, CLLL8, KMT1F",ENSG00000136169,SET domain bifurcated histone lysine methyltransferase 2
SETMAR,chr3:4303332-4317265,metnase,ENSG00000170364,SET domain and mariner transposase fusion gene
SETSIP,chr1:92074533-92075411,SETP18,ENSG00000230667,SET like protein
SETX,chr9:132261356-132354986,"ALS4, AOA2, KIAA0625, SCAR1, Sen1, STEX",ENSG00000107290,Senataxin
SEZ6,chr17:28954901-29006440,NA,ENSG00000063015,Seizure related 6 homolog
SEZ6L,chr22:26169462-26383597,NA,ENSG00000100095,Seizure related 6 homolog like
SEZ6L2,chr16:29871159-29899550,"FLJ90517, PSK-1",ENSG00000174938,Seizure related 6 homolog like 2
SF1,chr11:64764606-64778786,"ZCCHC25, ZFM1, ZNF162",ENSG00000168066,Splicing factor 1
SF3A1,chr22:30331988-30356919,"Prp21, PRPF21, SAP114, SF3a120",ENSG00000099995,Splicing factor 3a subunit 1
SF3A2,chr19:2236824-2248655,"Prp11, PRPF11, SAP62, SF3a66",ENSG00000104897,Splicing factor 3a subunit 2
SF3A3,chr1:37956975-37990075,"PRP9, PRPF9, SAP61, SF3a60",ENSG00000183431,Splicing factor 3a subunit 3
SF3B1,chr2:197388515-197435079,"Hsh155, Prp10, PRPF10, SAP155, SF3b155",ENSG00000115524,Splicing factor 3b subunit 1
SF3B2,chr11:66050729-66069308,"Cus1, SAP145, SF3b1, SF3b145",ENSG00000087365,Splicing factor 3b subunit 2
SF3B3,chr16:70523791-70577670,"KIAA0017, RSE1, SAP130, SF3b130",ENSG00000189091,Splicing factor 3b subunit 3
SF3B4,chr1:149923317-149927803,"Hsh49, SAP49, SF3b49",ENSG00000143368,Splicing factor 3b subunit 4
SF3B5,chr6:144094884-144095573,"MGC3133, SF3b10, Ysf3",ENSG00000169976,Splicing factor 3b subunit 5
SF3B6,chr2:24067586-24076373,"CGI-110, Ht006, P14, SAP14a, SF3B14a",ENSG00000115128,Splicing factor 3b subunit 6
SFI1,chr22:31488688-31618588,"KIAA0542, PISD, PPP1R139",ENSG00000198089,SFI1 centrin binding protein
SFMBT1,chr3:52903572-53046750,"DKFZp434L243, RU1, SFMBT",ENSG00000163935,Scm like with four mbt domains 1
SFMBT2,chr10:7158624-7411488,KIAA1617,ENSG00000198879,Scm like with four mbt domains 2
SFN,chr1:26863149-26864456,YWHAS,ENSG00000175793,Stratifin
SFPQ,chr1:35176378-35193446,"PPP1R140, PSF",ENSG00000116560,Splicing factor proline and glutamine rich
SFR1,chr10:104122058-104126385,"bA373N18.1, C10orf78, FLJ41960, MEI5, MEIR5",ENSG00000156384,SWI5 dependent homologous recombination repair protein 1
SFRP1,chr8:41261962-41309473,"FRP, FRP-1, SARP2",ENSG00000104332,Secreted frizzled related protein 1
SFRP2,chr4:153780591-153789083,"FRP-2, SARP1, SDF-5",ENSG00000145423,Secreted frizzled related protein 2
SFRP4,chr7:37905932-38025695,"FRP-4, frpHE, FRZB-2",ENSG00000106483,Secreted frizzled related protein 4
SFRP5,chr10:97766751-97771999,SARP3,ENSG00000120057,Secreted frizzled related protein 5
